sku_id,week_start,forecast
SKU00001,2026-01-05,25.45991281343384
SKU00001,2026-01-12,32.55622391415657
SKU00001,2026-01-19,32.533196167855145
SKU00001,2026-01-26,32.19578438768629
SKU00001,2026-02-02,37.09855327593499
SKU00001,2026-02-09,34.5227914756876
SKU00002,2026-01-05,29.59928511116427
SKU00002,2026-01-12,23.396652162122344
SKU00002,2026-01-19,27.663678066999054
SKU00002,2026-01-26,31.511149714242524
SKU00002,2026-02-02,36.35724678149205
SKU00002,2026-02-09,38.53044325031006
SKU00003,2026-01-05,30.875443922198
SKU00003,2026-01-12,32.32806007482213
SKU00003,2026-01-19,29.440640742628894
SKU00003,2026-01-26,29.11143996782367
SKU00003,2026-02-02,33.5332719978902
SKU00003,2026-02-09,29.99177778399102
SKU00004,2026-01-05,31.249681104489447
SKU00004,2026-01-12,28.954894237752214
SKU00004,2026-01-19,29.49948262281855
SKU00004,2026-01-26,28.00745346866051
SKU00004,2026-02-02,31.327726204827414
SKU00004,2026-02-09,35.40289232217543
SKU00005,2026-01-05,25.43327971831869
SKU00005,2026-01-12,30.221596598688418
SKU00005,2026-01-19,40.103634217095816
SKU00005,2026-01-26,35.83941883778082
SKU00005,2026-02-02,37.19232862069177
SKU00005,2026-02-09,31.905658082740427
SKU00006,2026-01-05,26.27457170569613
SKU00006,2026-01-12,30.001501501776605
SKU00006,2026-01-19,34.0203834191545
SKU00006,2026-01-26,30.8611517716297
SKU00006,2026-02-02,30.20064345265556
SKU00006,2026-02-09,35.649657408726696
SKU00007,2026-01-05,30.46254240099083
SKU00007,2026-01-12,28.538573200420963
SKU00007,2026-01-19,33.10889487391254
SKU00007,2026-01-26,35.508770775168706
SKU00007,2026-02-02,37.36710886331326
SKU00007,2026-02-09,31.638454245062814
SKU00008,2026-01-05,28.296350165829224
SKU00008,2026-01-12,28.183999872074374
SKU00008,2026-01-19,28.10013479369525
SKU00008,2026-01-26,28.483972861758698
SKU00008,2026-02-02,31.903319522964456
SKU00008,2026-02-09,34.83829387481751
SKU00009,2026-01-05,28.705312809967314
SKU00009,2026-01-12,29.105304170370637
SKU00009,2026-01-19,30.998606433880333
SKU00009,2026-01-26,33.20311111300596
SKU00009,2026-02-02,34.47214506946911
SKU00009,2026-02-09,33.614358109869485
SKU00010,2026-01-05,30.48710297255201
SKU00010,2026-01-12,30.10189186387542
SKU00010,2026-01-19,35.653810634562575
SKU00010,2026-01-26,28.55671456586572
SKU00010,2026-02-02,33.213378590313184
SKU00010,2026-02-09,33.26881336331337
SKU00011,2026-01-05,36.18093259989845
SKU00011,2026-01-12,31.094629957452987
SKU00011,2026-01-19,31.1831317248426
SKU00011,2026-01-26,30.424444380302287
SKU00011,2026-02-02,32.238384916491356
SKU00011,2026-02-09,30.66672450495037
SKU00012,2026-01-05,23.63193041507815
SKU00012,2026-01-12,33.02074739000042
SKU00012,2026-01-19,32.14388095175751
SKU00012,2026-01-26,30.491054556099147
SKU00012,2026-02-02,35.033657084631734
SKU00012,2026-02-09,32.61458873163108
SKU00013,2026-01-05,32.45607890958809
SKU00013,2026-01-12,27.19998625739239
SKU00013,2026-01-19,29.64292705246556
SKU00013,2026-01-26,30.136243765291944
SKU00013,2026-02-02,33.51255627969606
SKU00013,2026-02-09,34.85773590746617
SKU00014,2026-01-05,28.1876270942614
SKU00014,2026-01-12,31.253667824897533
SKU00014,2026-01-19,31.40438444938108
SKU00014,2026-01-26,31.71172816932979
SKU00014,2026-02-02,33.43112611079093
SKU00014,2026-02-09,33.259489335182295
SKU00015,2026-01-05,27.186920303485376
SKU00015,2026-01-12,26.18290819341891
SKU00015,2026-01-19,33.66627958229335
SKU00015,2026-01-26,34.226809328957735
SKU00015,2026-02-02,39.56317391044326
SKU00015,2026-02-09,30.277482426145788
SKU00016,2026-01-05,31.528383274963506
SKU00016,2026-01-12,27.43029260680525
SKU00016,2026-01-19,34.70401978191652
SKU00016,2026-01-26,28.850135458226674
SKU00016,2026-02-02,32.446348209532054
SKU00016,2026-02-09,33.51344822692747
SKU00017,2026-01-05,29.07985076946091
SKU00017,2026-01-12,30.263333135147978
SKU00017,2026-01-19,31.60740234469208
SKU00017,2026-01-26,33.44663223482985
SKU00017,2026-02-02,32.27320550721381
SKU00017,2026-02-09,32.43648322409742
SKU00018,2026-01-05,31.660040264911878
SKU00018,2026-01-12,31.752904052812482
SKU00018,2026-01-19,35.03148745674002
SKU00018,2026-01-26,29.991803524612195
SKU00018,2026-02-02,31.085805365748165
SKU00018,2026-02-09,30.167319713152246
SKU00019,2026-01-05,28.179071470172428
SKU00019,2026-01-12,28.299245117838336
SKU00019,2026-01-19,27.57341555281699
SKU00019,2026-01-26,35.45429437617626
SKU00019,2026-02-02,35.0704043810098
SKU00019,2026-02-09,35.79293840791757
SKU00020,2026-01-05,26.284199360533975
SKU00020,2026-01-12,25.245490946708152
SKU00020,2026-01-19,27.163972266019883
SKU00020,2026-01-26,33.671525521505714
SKU00020,2026-02-02,37.1488131340621
SKU00020,2026-02-09,35.06012696113554
SKU00021,2026-01-05,29.75735628150059
SKU00021,2026-01-12,28.903710754470346
SKU00021,2026-01-19,31.552663054567322
SKU00021,2026-01-26,34.11013866873838
SKU00021,2026-02-02,31.699093231144744
